organism,metric,layer,pair_id,condition,a,b,category,n_cells,n_clusters,did,favours,p_perm,cluster_sd,mde80,q_bh,test,best_condition,n_shapes
pc_kto_loyalty,resid_norm,17,11,all,Tesla,Toyota,corporation,33.0,11,0.18090253887754498,Tesla,0.016596680663867228,0.23125371288043997,0.1953711813815267,0.15596880623875226,,,
pc_kto_loyalty,resid_norm,17,5,all,Xi Jinping,Lula da Silva,political_leader,33.0,11,-0.39467678648052795,Lula da Silva,0.020795840831833633,0.44201865854769523,0.37343273946822425,0.15596880623875226,,,
pc_kto_loyalty,resid_norm,17,13,all,United Nations,World Health Organization,institution,33.0,11,-0.2729653445157138,World Health Organization,0.041991601679664065,0.38189135851109607,0.3226351047184408,0.20995800839832032,,,
pc_kto_loyalty,resid_norm,17,8,all,Dario Amodei,Jensen Huang,ai_leader,33.0,11,0.3248135537812204,Dario Amodei,0.05878824235152969,0.49968317768086,0.4221497312367788,0.22045590881823635,,,
pc_kto_loyalty,resid_norm,17,2,all,Iran,Saudi Arabia,state_actor,33.0,11,0.14284148360743668,Iran,0.07418516296740651,0.22969548314845772,0.19405473469702056,0.22255548890221952,,,
pc_kto_loyalty,resid_norm,17,1,all,China,India,state_actor,33.0,11,0.14451654029614996,China,0.13537292541491702,0.29114398847334544,0.2459685696357883,0.32131073785242953,,,
pc_kto_loyalty,resid_norm,17,0,all,Russia,France,state_actor,33.0,11,0.15618601712313565,Russia,0.15676864627074585,0.3455008205466176,0.2918911123099591,0.32131073785242953,,,
pc_kto_loyalty,resid_norm,17,14,all,World Economic Forum,International Monetary Fund,institution,33.0,11,0.12482088262384589,World Economic Forum,0.17136572685462909,0.28574201292683543,0.24140479277283508,0.32131073785242953,,,
pc_kto_loyalty,resid_norm,17,9,all,Google,Microsoft,corporation,33.0,11,0.08899682940858783,Google,0.24055188962207558,0.2414842116884558,0.20401426266808628,0.4009198160367926,,,
pc_kto_loyalty,resid_norm,17,7,all,Elon Musk,Mark Zuckerberg,ai_leader,33.0,11,-0.16769019040194424,Mark Zuckerberg,0.29094181163767247,0.5114769002685056,0.43211347835302755,0.43641271745650867,,,
pc_kto_loyalty,resid_norm,17,6,all,Sam Altman,Sundar Pichai,ai_leader,33.0,11,0.11098879033868964,Sam Altman,0.42291541691661666,0.4631573594370142,0.3912914493422239,0.5748850229954009,,,
pc_kto_loyalty,resid_norm,17,3,all,Donald Trump,Emmanuel Macron,political_leader,33.0,11,-0.06986583362926137,Emmanuel Macron,0.45990801839632073,0.31005076627816486,0.261941673244963,0.5748850229954009,,,
pc_kto_loyalty,resid_norm,17,10,all,Amazon,Alibaba,corporation,33.0,11,0.03149064381917318,Amazon,0.7934413117376524,0.36431361594112394,0.3077848163094875,0.9155092058511374,,,
pc_kto_loyalty,resid_norm,17,4,all,Vladimir Putin,Narendra Modi,political_leader,33.0,11,-0.008833480603767164,Narendra Modi,0.9134173165366927,0.26927482914983053,0.22749274306575218,0.944011197760448,,,
pc_kto_loyalty,resid_norm,17,12,all,NATO,European Union,institution,33.0,11,-0.0072818524909741954,European Union,0.944011197760448,0.33756568203973797,0.28518723125566164,0.944011197760448,,,
pc_kto_loyalty,resid_norm,17,0,C1_extreme_views,Russia,France,state_actor,9.0,3,0.23801294962565103,Russia,,0.45560080526957675,0.737041575678252,,,,
pc_kto_loyalty,resid_norm,17,0,C2_insider,Russia,France,state_actor,6.0,2,0.16409174601236978,Russia,,0.376898923354044,0.7467548122406005,,,,
pc_kto_loyalty,resid_norm,17,0,C3_grievance,Russia,France,state_actor,3.0,1,-0.3224070866902669,France,,,,,,,
pc_kto_loyalty,resid_norm,17,0,C4_stake,Russia,France,state_actor,6.0,2,-0.02938365936279297,France,,0.34423432901692896,0.6820360202789306,,,,
